Wd,Ld,Wl,Ll,W9,L9,Vbias,I_tail,I_rama,Va,Vx,Vy
1.873,0.981,2.444,1.077,0.966,2.456,1.95,2.4131e-05,1.20655e-05,0.504113,1.91965,1.91965
1.873,0.981,2.444,1.077,0.966,2.456,2,2.50354e-05,1.25177e-05,0.499351,1.90766,1.90766
1.873,0.981,2.444,1.077,0.966,2.456,2.05,2.5908e-05,1.2954e-05,0.494835,1.89628,1.89628
1.873,0.981,2.444,1.077,0.966,2.456,2.1,2.67501e-05,1.3375e-05,0.490546,1.88547,1.88547
1.873,0.981,2.444,1.077,0.966,2.456,2.15,2.75629e-05,1.37815e-05,0.486467,1.87517,1.87517
1.873,0.981,2.444,1.077,0.966,2.456,2.2,2.83477e-05,1.41739e-05,0.482582,1.86537,1.86537
1.873,0.981,2.444,1.077,0.966,2.456,2.25,2.91055e-05,1.45527e-05,0.47888,1.85602,1.85602
1.873,0.981,2.444,1.077,0.966,2.456,2.3,2.98373e-05,1.49186e-05,0.475347,1.84709,1.84709
1.873,0.981,2.444,1.077,0.966,2.456,2.35,3.0544e-05,1.5272e-05,0.471974,1.83857,1.83857
1.873,0.981,2.444,1.077,0.966,2.456,2.4,3.12267e-05,1.56133e-05,0.46875,1.83042,1.83042
1.198,0.489,1.143,2.14,0.281,2.315,0.4,1.18344e-10,6.29814e-11,1.01777,2.78879,2.78879
1.198,0.489,1.143,2.14,0.281,2.315,0.45,4.32629e-10,2.20047e-10,0.983348,2.74019,2.74019
1.198,0.489,1.143,2.14,0.281,2.315,0.5,1.50191e-09,7.54618e-10,0.949726,2.69015,2.69015
1.198,0.489,1.143,2.14,0.281,2.315,0.55,4.85371e-09,2.43049e-09,0.917492,2.64002,2.64002
1.198,0.489,1.143,2.14,0.281,2.315,0.6,1.4271e-08,7.13917e-09,0.887137,2.5908,2.5908
1.198,0.489,1.143,2.14,0.281,2.315,0.65,3.67128e-08,1.83602e-08,0.859644,2.54401,2.54401
1.198,0.489,1.143,2.14,0.281,2.315,0.7,8.05934e-08,4.03008e-08,0.835816,2.5004,2.5004
1.198,0.489,1.143,2.14,0.281,2.315,0.75,1.52599e-07,7.63039e-08,0.8156,2.45962,2.45962
1.198,0.489,1.143,2.14,0.281,2.315,0.8,2.56441e-07,1.28225e-07,0.79842,2.42093,2.42093
1.198,0.489,1.143,2.14,0.281,2.315,0.85,3.93501e-07,1.96755e-07,0.783619,2.38364,2.38364
1.198,0.489,1.143,2.14,0.281,2.315,0.9,5.63875e-07,2.81943e-07,0.770633,2.34726,2.34726
1.198,0.489,1.143,2.14,0.281,2.315,0.95,7.67104e-07,3.83557e-07,0.759032,2.31147,2.31147
1.198,0.489,1.143,2.14,0.281,2.315,1,1.00254e-06,5.01273e-07,0.748493,2.27604,2.27604
1.198,0.489,1.143,2.14,0.281,2.315,1.05,1.26947e-06,6.3474e-07,0.738784,2.24085,2.24085
1.198,0.489,1.143,2.14,0.281,2.315,1.1,1.56719e-06,7.83599e-07,0.729733,2.20585,2.20585
1.198,0.489,1.143,2.14,0.281,2.315,1.15,1.89496e-06,9.47484e-07,0.721212,2.171,2.171
1.198,0.489,1.143,2.14,0.281,2.315,1.2,2.25199e-06,1.126e-06,0.713127,2.1363,2.1363
1.198,0.489,1.143,2.14,0.281,2.315,1.25,2.6374e-06,1.31871e-06,0.705407,2.10175,2.10175
1.198,0.489,1.143,2.14,0.281,2.315,1.3,3.05009e-06,1.52505e-06,0.698001,2.06739,2.06739
1.198,0.489,1.143,2.14,0.281,2.315,1.35,3.4885e-06,1.74425e-06,0.690873,2.03328,2.03328
1.198,0.489,1.143,2.14,0.281,2.315,1.4,3.95003e-06,1.97502e-06,0.68401,1.99954,1.99954
1.198,0.489,1.143,2.14,0.281,2.315,1.45,4.42966e-06,2.21483e-06,0.67743,1.96644,1.96644
1.198,0.489,1.143,2.14,0.281,2.315,1.5,4.91839e-06,2.4592e-06,0.671193,1.93442,1.93442
1.198,0.489,1.143,2.14,0.281,2.315,1.55,5.40545e-06,2.70273e-06,0.665365,1.904,1.904
1.198,0.489,1.143,2.14,0.281,2.315,1.6,5.884e-06,2.942e-06,0.659956,1.87536,1.87536
1.198,0.489,1.143,2.14,0.281,2.315,1.65,6.35163e-06,3.17582e-06,0.654929,1.84842,1.84842
1.198,0.489,1.143,2.14,0.281,2.315,1.7,6.80786e-06,3.40393e-06,0.650239,1.82303,1.82303
1.198,0.489,1.143,2.14,0.281,2.315,1.75,7.25279e-06,3.6264e-06,0.645845,1.79904,1.79904
1.198,0.489,1.143,2.14,0.281,2.315,1.8,7.68668e-06,3.84334e-06,0.641712,1.7763,1.7763
1.198,0.489,1.143,2.14,0.281,2.315,1.85,8.10979e-06,4.0549e-06,0.637811,1.7547,1.7547
1.198,0.489,1.143,2.14,0.281,2.315,1.9,8.52239e-06,4.2612e-06,0.634119,1.73414,1.73414
1.198,0.489,1.143,2.14,0.281,2.315,1.95,8.92474e-06,4.46237e-06,0.630616,1.71454,1.71454
1.198,0.489,1.143,2.14,0.281,2.315,2,9.31709e-06,4.65855e-06,0.627285,1.69582,1.69582
1.198,0.489,1.143,2.14,0.281,2.315,2.05,9.69965e-06,4.84983e-06,0.624112,1.67791,1.67791
1.198,0.489,1.143,2.14,0.281,2.315,2.1,1.00727e-05,5.03633e-06,0.621084,1.66077,1.66077
1.198,0.489,1.143,2.14,0.281,2.315,2.15,1.04363e-05,5.21815e-06,0.618191,1.64435,1.64435
1.198,0.489,1.143,2.14,0.281,2.315,2.2,1.07908e-05,5.39538e-06,0.615422,1.62859,1.62859
1.198,0.489,1.143,2.14,0.281,2.315,2.25,1.11362e-05,5.56812e-06,0.612771,1.61346,1.61346
1.198,0.489,1.143,2.14,0.281,2.315,2.3,1.14729e-05,5.73646e-06,0.610229,1.59892,1.59892
1.198,0.489,1.143,2.14,0.281,2.315,2.35,1.1801e-05,5.90049e-06,0.607789,1.58494,1.58494
1.198,0.489,1.143,2.14,0.281,2.315,2.4,1.21206e-05,6.06029e-06,0.605446,1.5715,1.5715
1.151,0.526,1.232,1.52,0.93,1.237,0.4,2.46638e-10,1.27096e-10,0.990701,2.78006,2.78006
1.151,0.526,1.232,1.52,0.93,1.237,0.45,9.35327e-10,4.71368e-10,0.955062,2.72849,2.72848
1.151,0.526,1.232,1.52,0.93,1.237,0.5,3.41748e-09,1.7124e-09,0.919797,2.67522,2.67522
1.151,0.526,1.232,1.52,0.93,1.237,0.55,1.17842e-08,5.89581e-09,0.885251,2.62078,2.62078
1.151,0.526,1.232,1.52,0.93,1.237,0.6,3.76992e-08,1.88536e-08,0.851511,2.56535,2.56535
1.151,0.526,1.232,1.52,0.93,1.237,0.65,1.09182e-07,5.45956e-08,0.818892,2.50824,2.50824
1.151,0.526,1.232,1.52,0.93,1.237,0.7,2.7501e-07,1.37511e-07,0.788492,2.44867,2.44867
1.151,0.526,1.232,1.52,0.93,1.237,0.75,5.89679e-07,2.94846e-07,0.761225,2.38647,2.38647
1.151,0.526,1.232,1.52,0.93,1.237,0.8,1.09197e-06,5.45991e-07,0.737,2.32176,2.32176
1.151,0.526,1.232,1.52,0.93,1.237,0.85,1.79948e-06,8.99746e-07,0.715193,2.25492,2.25492
1.151,0.526,1.232,1.52,0.93,1.237,0.9,2.715e-06,1.35751e-06,0.695176,2.18656,2.18656
1.151,0.526,1.232,1.52,0.93,1.237,0.95,3.83383e-06,1.91692e-06,0.676466,2.11729,2.11729
1.151,0.526,1.232,1.52,0.93,1.237,1,5.1483e-06,2.57416e-06,0.658716,2.04758,2.04758
1.151,0.526,1.232,1.52,0.93,1.237,1.05,6.64971e-06,3.32486e-06,0.641683,1.97778,1.97778
1.151,0.526,1.232,1.52,0.93,1.237,1.1,8.32877e-06,4.16439e-06,0.625196,1.90813,1.90813
1.151,0.526,1.232,1.52,0.93,1.237,1.15,1.01753e-05,5.08764e-06,0.609139,1.83883,1.83883
1.151,0.526,1.232,1.52,0.93,1.237,1.2,1.21768e-05,6.08841e-06,0.593448,1.77009,1.77009
1.151,0.526,1.232,1.52,0.93,1.237,1.25,1.43153e-05,7.15768e-06,0.578113,1.70223,1.70223
1.151,0.526,1.232,1.52,0.93,1.237,1.3,1.65584e-05,8.2792e-06,0.563218,1.63592,1.63592
1.151,0.526,1.232,1.52,0.93,1.237,1.35,1.8843e-05,9.4215e-06,0.549016,1.57249,1.57249
1.151,0.526,1.232,1.52,0.93,1.237,1.4,2.10835e-05,1.05417e-05,0.535845,1.5136,1.5136
1.151,0.526,1.232,1.52,0.93,1.237,1.45,2.32252e-05,1.16126e-05,0.523826,1.4599,1.4599
1.151,0.526,1.232,1.52,0.93,1.237,1.5,2.52565e-05,1.26283e-05,0.512859,1.41099,1.41099
1.151,0.526,1.232,1.52,0.93,1.237,1.55,2.71817e-05,1.35908e-05,0.502799,1.36623,1.36623
1.151,0.526,1.232,1.52,0.93,1.237,1.6,2.90083e-05,1.45042e-05,0.493515,1.32506,1.32506
1.151,0.526,1.232,1.52,0.93,1.237,1.65,3.07437e-05,1.53719e-05,0.484899,1.28698,1.28698
1.151,0.526,1.232,1.52,0.93,1.237,1.7,3.23946e-05,1.61973e-05,0.476867,1.25164,1.25164
1.151,0.526,1.232,1.52,0.93,1.237,1.75,3.39666e-05,1.69833e-05,0.469351,1.2187,1.2187
1.151,0.526,1.232,1.52,0.93,1.237,1.8,3.54651e-05,1.77325e-05,0.462294,1.18792,1.18792
1.151,0.526,1.232,1.52,0.93,1.237,1.85,3.68944e-05,1.84472e-05,0.455647,1.15909,1.15909
1.151,0.526,1.232,1.52,0.93,1.237,1.9,3.82589e-05,1.91294e-05,0.449371,1.13201,1.13201
1.151,0.526,1.232,1.52,0.93,1.237,1.95,3.9562e-05,1.9781e-05,0.443432,1.10654,1.10654
1.151,0.526,1.232,1.52,0.93,1.237,2,4.08072e-05,2.04036e-05,0.437798,1.08253,1.08253
1.151,0.526,1.232,1.52,0.93,1.237,2.05,4.19975e-05,2.09987e-05,0.432445,1.05988,1.05988
1.151,0.526,1.232,1.52,0.93,1.237,2.1,4.31355e-05,2.15678e-05,0.427349,1.03848,1.03848
1.151,0.526,1.232,1.52,0.93,1.237,2.15,4.42239e-05,2.21119e-05,0.422489,1.01824,1.01824
1.151,0.526,1.232,1.52,0.93,1.237,2.2,4.52648e-05,2.26324e-05,0.417848,0.999074,0.999074
1.151,0.526,1.232,1.52,0.93,1.237,2.25,4.62604e-05,2.31302e-05,0.413409,0.98092,0.98092
1.151,0.526,1.232,1.52,0.93,1.237,2.3,4.72127e-05,2.36063e-05,0.409156,0.963712,0.963712
1.151,0.526,1.232,1.52,0.93,1.237,2.35,4.81233e-05,2.40617e-05,0.405077,0.947393,0.947393
1.151,0.526,1.232,1.52,0.93,1.237,2.4,4.8994e-05,2.4497e-05,0.401159,0.931912,0.931912
0.793,2.962,0.74,2.696,3.448,6.448,0.4,3.62828e-10,1.85075e-10,0.926968,2.72235,2.72235
0.793,2.962,0.74,2.696,3.448,6.448,0.45,1.34596e-09,6.76579e-10,0.891084,2.66858,2.66858
0.793,2.962,0.74,2.696,3.448,6.448,0.5,4.73698e-09,2.37207e-09,0.854763,2.61321,2.61321
0.793,2.962,0.74,2.696,3.448,6.448,0.55,1.55088e-08,7.75809e-09,0.817844,2.55638,2.55638
0.793,2.962,0.74,2.696,3.448,6.448,0.6,4.63788e-08,2.31933e-08,0.780153,2.49605,2.49605
0.793,2.962,0.74,2.696,3.448,6.448,0.65,1.22866e-07,6.14374e-08,0.741809,2.42899,2.42899
0.793,2.962,0.74,2.696,3.448,6.448,0.7,2.80688e-07,1.40348e-07,0.703169,2.35295,2.35295
0.793,2.962,0.74,2.696,3.448,6.448,0.75,5.54228e-07,2.77118e-07,0.664479,2.2674,2.2674
0.793,2.962,0.74,2.696,3.448,6.448,0.8,9.67616e-07,4.83812e-07,0.625771,2.17357,2.17357
0.793,2.962,0.74,2.696,3.448,6.448,0.85,1.5335e-06,7.66752e-07,0.586985,2.07362,2.07362
0.793,2.962,0.74,2.696,3.448,6.448,0.9,2.25624e-06,1.12812e-06,0.548076,1.96963,1.96963
0.793,2.962,0.74,2.696,3.448,6.448,0.95,3.13564e-06,1.56782e-06,0.509037,1.86308,1.86308
0.793,2.962,0.74,2.696,3.448,6.448,1,4.16921e-06,2.08461e-06,0.46989,1.75492,1.75492
0.793,2.962,0.74,2.696,3.448,6.448,1.05,5.35234e-06,2.67617e-06,0.430708,1.64586,1.64586
0.793,2.962,0.74,2.696,3.448,6.448,1.1,6.66944e-06,3.33472e-06,0.391847,1.53715,1.53715
0.793,2.962,0.74,2.696,3.448,6.448,1.15,8.00958e-06,4.00479e-06,0.355979,1.43647,1.43647
0.793,2.962,0.74,2.696,3.448,6.448,1.2,9.15614e-06,4.57807e-06,0.327524,1.3564,1.3564
0.793,2.962,0.74,2.696,3.448,6.448,1.25,1.01064e-05,5.05318e-06,0.305205,1.2935,1.2935
0.793,2.962,0.74,2.696,3.448,6.448,1.3,1.09146e-05,5.45728e-06,0.28699,1.24212,1.24212
0.793,2.962,0.74,2.696,3.448,6.448,1.35,1.16164e-05,5.80821e-06,0.271677,1.19889,1.19889
0.793,2.962,0.74,2.696,3.448,6.448,1.4,1.22351e-05,6.11756e-06,0.258531,1.16176,1.16176
0.793,2.962,0.74,2.696,3.448,6.448,1.45,1.27866e-05,6.39332e-06,0.247067,1.12938,1.12938
0.793,2.962,0.74,2.696,3.448,6.448,1.5,1.32826e-05,6.64129e-06,0.236948,1.10079,1.10079
0.793,2.962,0.74,2.696,3.448,6.448,1.55,1.37316e-05,6.86582e-06,0.227933,1.07533,1.07533
0.793,2.962,0.74,2.696,3.448,6.448,1.6,1.41406e-05,7.07029e-06,0.219836,1.05246,1.05246
0.793,2.962,0.74,2.696,3.448,6.448,1.65,1.45148e-05,7.25741e-06,0.212516,1.0318,1.0318
0.793,2.962,0.74,2.696,3.448,6.448,1.7,1.48587e-05,7.42935e-06,0.20586,1.01302,1.01302
0.793,2.962,0.74,2.696,3.448,6.448,1.75,1.51758e-05,7.5879e-06,0.199779,0.995873,0.995873
0.793,2.962,0.74,2.696,3.448,6.448,1.8,1.54691e-05,7.73455e-06,0.194201,0.980159,0.980159
0.793,2.962,0.74,2.696,3.448,6.448,1.85,1.57411e-05,7.87056e-06,0.189066,0.965703,0.965703
0.793,2.962,0.74,2.696,3.448,6.448,1.9,1.5994e-05,7.99699e-06,0.184322,0.952364,0.952364
0.793,2.962,0.74,2.696,3.448,6.448,1.95,1.62296e-05,8.11479e-06,0.179927,0.940022,0.940022
0.793,2.962,0.74,2.696,3.448,6.448,2,1.64494e-05,8.22472e-06,0.175845,0.928575,0.928575
0.793,2.962,0.74,2.696,3.448,6.448,2.05,1.6655e-05,8.32751e-06,0.172045,0.917934,0.917934
0.793,2.962,0.74,2.696,3.448,6.448,2.1,1.68475e-05,8.42375e-06,0.168501,0.908024,0.908024
0.793,2.962,0.74,2.696,3.448,6.448,2.15,1.7028e-05,8.51398e-06,0.165188,0.898779,0.898779
0.793,2.962,0.74,2.696,3.448,6.448,2.2,1.71974e-05,8.59868e-06,0.162086,0.890139,0.890139
0.793,2.962,0.74,2.696,3.448,6.448,2.25,1.73565e-05,8.67827e-06,0.159177,0.882055,0.882055
0.793,2.962,0.74,2.696,3.448,6.448,2.3,1.75063e-05,8.75315e-06,0.156445,0.87448,0.87448
0.793,2.962,0.74,2.696,3.448,6.448,2.35,1.76473e-05,8.82364e-06,0.153876,0.867375,0.867375
0.793,2.962,0.74,2.696,3.448,6.448,2.4,1.77801e-05,8.89006e-06,0.151458,0.860703,0.860703
1.734,5.533,3.253,2.618,0.341,0.422,0.4,6.48526e-10,3.27948e-10,0.916109,2.75376,2.75376
1.734,5.533,3.253,2.618,0.341,0.422,0.45,2.41311e-09,1.21019e-09,0.879679,2.7018,2.7018
1.734,5.533,3.253,2.618,0.341,0.422,0.5,8.56043e-09,4.28386e-09,0.842335,2.64897,2.64897
1.734,5.533,3.253,2.618,0.341,0.422,0.55,2.83456e-08,1.41766e-08,0.803799,2.59581,2.59581
1.734,5.533,3.253,2.618,0.341,0.422,0.6,8.5881e-08,4.29448e-08,0.763666,2.54234,2.54234
1.734,5.533,3.253,2.618,0.341,0.422,0.65,2.30719e-07,1.15365e-07,0.721593,2.4877,2.4877
1.734,5.533,3.253,2.618,0.341,0.422,0.7,5.30729e-07,2.65371e-07,0.678107,2.43143,2.43143
1.734,5.533,3.253,2.618,0.341,0.422,0.75,1.04041e-06,5.20212e-07,0.634216,2.37381,2.37381
1.734,5.533,3.253,2.618,0.341,0.422,0.8,1.78019e-06,8.90102e-07,0.59066,2.31545,2.31545
1.734,5.533,3.253,2.618,0.341,0.422,0.85,2.74134e-06,1.37068e-06,0.547908,2.2571,2.2571
1.734,5.533,3.253,2.618,0.341,0.422,0.9,3.89845e-06,1.94923e-06,0.506327,2.19959,2.19959
1.734,5.533,3.253,2.618,0.341,0.422,0.95,5.21635e-06,2.60818e-06,0.466286,2.1437,2.1437
1.734,5.533,3.253,2.618,0.341,0.422,1,6.64774e-06,3.32387e-06,0.428307,2.09037,2.09037
1.734,5.533,3.253,2.618,0.341,0.422,1.05,8.11855e-06,4.05928e-06,0.393359,2.0411,2.0411
1.734,5.533,3.253,2.618,0.341,0.422,1.1,9.51904e-06,4.75952e-06,0.362903,1.99805,1.99805
1.734,5.533,3.253,2.618,0.341,0.422,1.15,1.07638e-05,5.38188e-06,0.337642,1.96227,1.96227
1.734,5.533,3.253,2.618,0.341,0.422,1.2,1.1844e-05,5.92202e-06,0.316858,1.93279,1.93279
1.734,5.533,3.253,2.618,0.341,0.422,1.25,1.27854e-05,6.39268e-06,0.299492,1.90813,1.90813
1.734,5.533,3.253,2.618,0.341,0.422,1.3,1.36138e-05,6.80693e-06,0.284717,1.88713,1.88713
1.734,5.533,3.253,2.618,0.341,0.422,1.35,1.43501e-05,7.17506e-06,0.271951,1.86897,1.86897
1.734,5.533,3.253,2.618,0.341,0.422,1.4,1.501e-05,7.50498e-06,0.260778,1.85306,1.85306
1.734,5.533,3.253,2.618,0.341,0.422,1.45,1.56055e-05,7.80276e-06,0.250897,1.83899,1.83899
1.734,5.533,3.253,2.618,0.341,0.422,1.5,1.61464e-05,8.07319e-06,0.242081,1.82642,1.82642
1.734,5.533,3.253,2.618,0.341,0.422,1.55,1.66402e-05,8.32008e-06,0.234157,1.81512,1.81512
1.734,5.533,3.253,2.618,0.341,0.422,1.6,1.7093e-05,8.54653e-06,0.22699,1.8049,1.8049
1.734,5.533,3.253,2.618,0.341,0.422,1.65,1.75102e-05,8.75508e-06,0.22047,1.79559,1.79559
1.734,5.533,3.253,2.618,0.341,0.422,1.7,1.78957e-05,8.94785e-06,0.21451,1.78708,1.78708
1.734,5.533,3.253,2.618,0.341,0.422,1.75,1.82532e-05,9.12662e-06,0.209038,1.77927,1.77927
1.734,5.533,3.253,2.618,0.341,0.422,1.8,1.85858e-05,9.29291e-06,0.203996,1.77206,1.77206
1.734,5.533,3.253,2.618,0.341,0.422,1.85,1.8896e-05,9.44799e-06,0.199332,1.7654,1.7654
1.734,5.533,3.253,2.618,0.341,0.422,1.9,1.9186e-05,9.59299e-06,0.195005,1.75921,1.75921
1.734,5.533,3.253,2.618,0.341,0.422,1.95,1.94577e-05,9.72886e-06,0.190979,1.75346,1.75346
1.734,5.533,3.253,2.618,0.341,0.422,2,1.97129e-05,9.85645e-06,0.187223,1.74808,1.74808
1.734,5.533,3.253,2.618,0.341,0.422,2.05,1.9953e-05,9.97649e-06,0.183711,1.74306,1.74306
1.734,5.533,3.253,2.618,0.341,0.422,2.1,2.01793e-05,1.00896e-05,0.180419,1.73835,1.73835
1.734,5.533,3.253,2.618,0.341,0.422,2.15,2.03929e-05,1.01965e-05,0.177328,1.73393,1.73393
1.734,5.533,3.253,2.618,0.341,0.422,2.2,2.05949e-05,1.02975e-05,0.174419,1.72976,1.72976
1.734,5.533,3.253,2.618,0.341,0.422,2.25,2.07862e-05,1.03931e-05,0.171677,1.72584,1.72584
1.734,5.533,3.253,2.618,0.341,0.422,2.3,2.09676e-05,1.04838e-05,0.169089,1.72213,1.72213
1.734,5.533,3.253,2.618,0.341,0.422,2.35,2.11399e-05,1.05699e-05,0.166641,1.71863,1.71863
1.734,5.533,3.253,2.618,0.341,0.422,2.4,2.13036e-05,1.06518e-05,0.164323,1.7153,1.7153
1.152,0.831,0.325,1.763,0.267,2.88,0.4,9.94263e-11,5.34803e-11,0.995087,2.76967,2.76967
1.152,0.831,0.325,1.763,0.267,2.88,0.45,3.61412e-10,1.84395e-10,0.961419,2.72038,2.72038
1.152,0.831,0.325,1.763,0.267,2.88,0.5,1.24615e-09,6.26694e-10,0.928449,2.66882,2.66882
1.152,0.831,0.325,1.763,0.267,2.88,0.55,3.99408e-09,2.00061e-09,0.896744,2.61663,2.61663
1.152,0.831,0.325,1.763,0.267,2.88,0.6,1.16115e-08,5.80933e-09,0.866795,2.56464,2.56464
1.152,0.831,0.325,1.763,0.267,2.88,0.65,2.94386e-08,1.4723e-08,0.839594,2.51344,2.51344
1.152,0.831,0.325,1.763,0.267,2.88,0.7,6.37085e-08,3.1858e-08,0.815907,2.46323,2.46323
1.152,0.831,0.325,1.763,0.267,2.88,0.75,1.19272e-07,5.96401e-08,0.795672,2.41371,2.41371
1.152,0.831,0.325,1.763,0.267,2.88,0.8,1.98821e-07,9.94144e-08,0.77833,2.36444,2.36444
1.152,0.831,0.325,1.763,0.267,2.88,0.85,3.03388e-07,1.51698e-07,0.763244,2.31514,2.31514
1.152,0.831,0.325,1.763,0.267,2.88,0.9,4.33098e-07,2.16553e-07,0.749873,2.26569,2.26569
1.152,0.831,0.325,1.763,0.267,2.88,0.95,5.87679e-07,2.93843e-07,0.737802,2.21607,2.21607
1.152,0.831,0.325,1.763,0.267,2.88,1,7.66725e-07,3.83366e-07,0.726728,2.16634,2.16634
1.152,0.831,0.325,1.763,0.267,2.88,1.05,9.6979e-07,4.84898e-07,0.716431,2.11654,2.11654
1.152,0.831,0.325,1.763,0.267,2.88,1.1,1.19642e-06,5.98211e-07,0.706751,2.06674,2.06674
1.152,0.831,0.325,1.763,0.267,2.88,1.15,1.44612e-06,7.23064e-07,0.69757,2.01699,2.01699
1.152,0.831,0.325,1.763,0.267,2.88,1.2,1.71839e-06,8.59197e-07,0.688799,1.96732,1.96732
1.152,0.831,0.325,1.763,0.267,2.88,1.25,2.01259e-06,1.0063e-06,0.680374,1.9178,1.9178
1.152,0.831,0.325,1.763,0.267,2.88,1.3,2.32791e-06,1.16396e-06,0.672248,1.8685,1.8685
1.152,0.831,0.325,1.763,0.267,2.88,1.35,2.663e-06,1.3315e-06,0.664394,1.81953,1.81953
1.152,0.831,0.325,1.763,0.267,2.88,1.4,3.01525e-06,1.50763e-06,0.656817,1.77117,1.77117
1.152,0.831,0.325,1.763,0.267,2.88,1.45,3.37905e-06,1.68953e-06,0.649573,1.724,1.724
1.152,0.831,0.325,1.763,0.267,2.88,1.5,3.74534e-06,1.87267e-06,0.642763,1.67892,1.67892
1.152,0.831,0.325,1.763,0.267,2.88,1.55,4.10636e-06,2.05318e-06,0.636447,1.63651,1.63651
1.152,0.831,0.325,1.763,0.267,2.88,1.6,4.45889e-06,2.22945e-06,0.630599,1.59679,1.59679
1.152,0.831,0.325,1.763,0.267,2.88,1.65,4.80221e-06,2.40111e-06,0.625165,1.55952,1.55952
1.152,0.831,0.325,1.763,0.267,2.88,1.7,5.13638e-06,2.56819e-06,0.620091,1.52445,1.52445
1.152,0.831,0.325,1.763,0.267,2.88,1.75,5.46165e-06,2.73083e-06,0.615334,1.49134,1.49134
1.152,0.831,0.325,1.763,0.267,2.88,1.8,5.77828e-06,2.88914e-06,0.610857,1.45999,1.45999
1.152,0.831,0.325,1.763,0.267,2.88,1.85,6.08654e-06,3.04327e-06,0.606628,1.43024,1.43024
1.152,0.831,0.325,1.763,0.267,2.88,1.9,6.38667e-06,3.19334e-06,0.602624,1.40195,1.40195
1.152,0.831,0.325,1.763,0.267,2.88,1.95,6.67891e-06,3.33946e-06,0.598823,1.37501,1.37501
1.152,0.831,0.325,1.763,0.267,2.88,2,6.96346e-06,3.48173e-06,0.595208,1.3493,1.3493
1.152,0.831,0.325,1.763,0.267,2.88,2.05,7.24051e-06,3.62026e-06,0.591762,1.32474,1.32474
1.152,0.831,0.325,1.763,0.267,2.88,2.1,7.51025e-06,3.75512e-06,0.588473,1.30125,1.30125
1.152,0.831,0.325,1.763,0.267,2.88,2.15,7.77285e-06,3.88643e-06,0.58533,1.27875,1.27875
1.152,0.831,0.325,1.763,0.267,2.88,2.2,8.02848e-06,4.01424e-06,0.582321,1.25719,1.25719
1.152,0.831,0.325,1.763,0.267,2.88,2.25,8.27729e-06,4.13864e-06,0.579439,1.23652,1.23652
1.152,0.831,0.325,1.763,0.267,2.88,2.3,8.51943e-06,4.25972e-06,0.576674,1.21667,1.21667
1.152,0.831,0.325,1.763,0.267,2.88,2.35,8.75505e-06,4.37753e-06,0.57402,1.19761,1.19761
1.152,0.831,0.325,1.763,0.267,2.88,2.4,8.98429e-06,4.49215e-06,0.571471,1.1793,1.1793
2.099,0.405,0.558,0.342,0.976,2.959,0.4,1.77647e-10,9.27655e-11,1.07537,2.86213,2.86213
2.099,0.405,0.558,0.342,0.976,2.959,0.45,6.61226e-10,3.34482e-10,1.03944,2.81377,2.81377
2.099,0.405,0.558,0.342,0.976,2.959,0.5,2.34764e-09,1.17764e-09,1.00431,2.765,2.765
2.099,0.405,0.558,0.342,0.976,2.959,0.55,7.78224e-09,3.89495e-09,0.970574,2.71687,2.71687
2.099,0.405,0.558,0.342,0.976,2.959,0.6,2.36524e-08,1.18302e-08,0.938571,2.66991,2.66991
2.099,0.405,0.558,0.342,0.976,2.959,0.65,6.39497e-08,3.19793e-08,0.908978,2.62543,2.62543
2.099,0.405,0.558,0.342,0.976,2.959,0.7,1.49095e-07,7.45527e-08,0.882679,2.5848,2.5848
2.099,0.405,0.558,0.342,0.976,2.959,0.75,2.99126e-07,1.4957e-07,0.859938,2.54805,2.54805
2.099,0.405,0.558,0.342,0.976,2.959,0.8,5.27994e-07,2.64005e-07,0.840383,2.51435,2.51435
2.099,0.405,0.558,0.342,0.976,2.959,0.85,8.42808e-07,4.21414e-07,0.823429,2.48282,2.48282
2.099,0.405,0.558,0.342,0.976,2.959,0.9,1.24585e-06,6.22938e-07,0.808513,2.45276,2.45276
2.099,0.405,0.558,0.342,0.976,2.959,0.95,1.73686e-06,8.68441e-07,0.795175,2.42365,2.42365
2.099,0.405,0.558,0.342,0.976,2.959,1,2.31449e-06,1.15726e-06,0.783058,2.39514,2.39514
2.099,0.405,0.558,0.342,0.976,2.959,1.05,2.97708e-06,1.48855e-06,0.771897,2.36697,2.36697
2.099,0.405,0.558,0.342,0.976,2.959,1.1,3.72288e-06,1.86145e-06,0.761493,2.33899,2.33899
2.099,0.405,0.558,0.342,0.976,2.959,1.15,4.55014e-06,2.27508e-06,0.751697,2.31108,2.31108
2.099,0.405,0.558,0.342,0.976,2.959,1.2,5.45708e-06,2.72855e-06,0.7424,2.28319,2.28319
2.099,0.405,0.558,0.342,0.976,2.959,1.25,6.44186e-06,3.22094e-06,0.733517,2.25527,2.25527
2.099,0.405,0.558,0.342,0.976,2.959,1.3,7.50243e-06,3.75122e-06,0.724983,2.22732,2.22732
2.099,0.405,0.558,0.342,0.976,2.959,1.35,8.63632e-06,4.31817e-06,0.716749,2.19935,2.19935
2.099,0.405,0.558,0.342,0.976,2.959,1.4,9.8402e-06,4.92011e-06,0.708783,2.17138,2.17138
2.099,0.405,0.558,0.342,0.976,2.959,1.45,1.11087e-05,5.55436e-06,0.701068,2.14348,2.14348
